LinkID,PositionX (m),PositionY (m),PositionZ (m),HighLevelCmd
A219BS010398,56.60817220220785,1146.501005988284,-0.5368802418137775,0
A219BS010398,57.04637583200824,1146.2602237793358,-0.5381077123146797,0
A219BS010398,57.48453329693762,1146.0193576749243,-0.5393549782913205,0
A219BS010398,57.92218948150034,1145.777580565793,-0.5403002898650004,0
A219BS010398,58.359594262060455,1145.5353483900335,-0.5410946260752189,0
A219BS010398,58.79687315181784,1145.2928887937564,-0.5418134763476014,0
A219BS010398,59.234109740907904,1145.0503524958644,-0.5423696828611374,0
A219BS010398,59.67132515789943,1144.8077778606955,-0.5428445698338652,0
A219BS010398,60.10852998355672,1144.5651840605528,-0.5432787982189973,0
A219BS010398,60.54567665031405,1144.3224854000034,-0.5436685552193411,0
A219BS010398,60.98279422774729,1144.079734316738,-0.5440360771679362,0
A219BS010398,61.41989725826393,1143.8369570243717,-0.5443924819142019,0
A219BS010398,61.85705196711258,1143.5942730097784,-0.5448716399335364,0
A219BS010398,62.29423249703448,1143.3516356423318,-0.5454121727745641,0
A219BS010398,62.73142593277972,1143.109021600179,-0.5459833921200428,0
A219BS010398,63.16858083203279,1142.8663379266843,-0.5464615952408296,0
A219BS010398,63.605716453779294,1142.623619443996,-0.5468932916038769,0
A219BS010398,64.04284243459973,1142.3808835585864,-0.5473017352696368,0
A219BS010398,64.48025059412379,1142.1386568500116,-0.5478706243310277,0
A219BS010398,64.91779959974726,1141.8966848550715,-0.5485197334909306,0
A219BS010398,65.35541896648952,1141.6548402462197,-0.5492089514106261,0
A219BS010398,65.79307349776842,1141.413059336748,-0.5499182230792397,0
A219BS010398,66.23102469982557,1141.1718159589952,-0.550532476303193,0
A219BS010398,66.66912397935293,1140.9308414788577,-0.5510992213477606,0
A219BS010398,67.10729723191956,1140.6900014782443,-0.5516422129554055,0
A219BS010398,67.54550745399479,1140.449228724002,-0.5521733281967715,0
A219BS010398,67.9837361562805,1140.208489594067,-0.5526985054366574,0
A219BS010398,68.4219740973903,1139.9677672763016,-0.5532207137679144,0
A219BS010398,68.85934796497071,1139.7254782529722,-0.5535800628663347,0
A219BS010398,69.29628768837215,1139.4824070681836,-0.5538579825110321,0
A219BS010398,69.73300981865341,1139.2389451108763,-0.5540951885529437,0
A219BS010398,70.16962302448897,1138.9952878485874,-0.5543120385155389,0
A219BS010398,70.60618173724686,1138.7515329561202,-0.5545187108269374,0
A219BS010398,71.04271319630138,1138.5077292551234,-0.5547202945122476,0
A219BS010398,71.47883230390376,1138.263188644316,-0.5548371279791742,0
A219BS010398,71.91474477251377,1138.0182798568744,-0.554911587830945,0
A219BS010398,72.35059716914223,1137.7732641747434,-0.5549737413106253,0
A219BS010663,72.52895856491523,1137.6729978015646,-0.5549991760253903,2
A219BS010663,72.98290008500085,1137.4633860262695,-0.5549991760253903,2
A219BS010663,73.43684160508647,1137.2537742509744,-0.5549991760253903,2
A219BS010663,73.8907831251721,1137.0441624756793,-0.5549991760253903,2
A219BS010663,74.34472464525774,1136.8345507003842,-0.5549991760253903,2
A219BS010663,74.79866616534338,1136.624938925089,-0.5549991760253903,2
A219BS010663,75.25260768542903,1136.415327149794,-0.5549991760253903,2
A219BS010663,75.73935927936553,1136.3009910260987,-0.5546295564463571,2
A219BS010663,76.22611087330202,1136.1866549024037,-0.5542599368673239,2
A219BS010663,76.71286246723851,1136.0723187787082,-0.5538903172882905,2
A219BS010663,77.199614061175,1135.957982655013,-0.5535206977092573,2
A219BS010663,77.6927897823588,1135.875656055779,-0.553718418250584,2
A219BS010663,78.18839481157599,1135.809509076609,-0.5542002494544379,2
A219BS010663,78.6850140540986,1135.751466512713,-0.5548237337494472,2
A219BS010663,79.1820895898747,1135.6974717907658,-0.5555178048802064,2
A219BS010663,79.67938031153827,1135.6454967357674,-0.5562470546736612,2
A219BS010663,80.17923860055873,1135.6335953393195,-0.5560287427052959,2
A219BS010663,80.67917108089307,1135.6417828959857,-0.5553366281267749,2
A219BS010663,81.17883974265878,1135.659958934818,-0.5544092330540608,2
A219BS010663,81.67830316168315,1135.6830933869549,-0.5533651158110697,2
A219BS010663,82.17434207547429,1135.7459033354469,-0.5528116039740819,2
A219BS010663,82.66749968921641,1135.8283379964384,-0.5525039103762794,2
A219BS010663,83.15894266133486,1135.920445382958,-0.5523181580670021,2
A219BS010663,83.64946747635587,1136.017323606102,-0.5521927425200537,2
A219BS010663,84.13952124207594,1136.1165571567185,-0.5520971619108253,2
A219BS010663,84.61716550691395,1136.2643926215087,-0.5528919056341668,2
A219BS010663,85.08684783004577,1136.4358481291383,-0.5541265071546478,2
A219BS010663,85.5521791128239,1136.618781708253,-0.5555766452407003,2
A219BS010663,86.01526945627744,1136.8073152954228,-0.5571323794604934,2
A219BS010663,86.47723453285964,1136.998589140793,-0.5587398917249213,2
A219BS010663,86.9386411005779,1137.1912061515854,-0.5603728093186919,2
A219BS010663,87.3997201160678,1137.3846065003122,-0.561936966351549,2
A219BS010663,87.84255806577985,1137.616745324353,-0.5644101561489505,2
A219BS010663,88.27520367539556,1137.8673631213046,-0.5673250028551856,2
A219BS010663,88.70257637564772,1138.126868001536,-0.5704542544061723,2
A219BS010663,89.12730459959955,1138.3906775534288,-0.5736878451095516,2
A219BS010663,89.55132481070001,1138.6556232559049,-0.5769490286026412,2
A219BS010395,89.68795858934755,1138.7409978006035,-0.5779998931884762,0
A219BS010395,90.09266551729591,1139.034608709092,-0.5802218038873247,0
A219BS010395,90.49737244524428,1139.3282196175803,-0.5824437145861733,0
A219BS010395,90.90207937319263,1139.621830526069,-0.5846656252850218,0
A219BS010395,91.27684834681186,1139.9528053625656,-0.586633877935496,0
A219BS010395,91.65161732043109,1140.2837801990622,-0.5886021305859703,0
A219BS010395,92.00317049431656,1140.6393154457871,-0.5908503003483283,0
A219BS010395,92.35472366820206,1140.994850692512,-0.5930984701106862,0
A219BS010395,92.68597382825824,1141.369376770009,-0.5949822794265415,0
A219BS010395,93.00666783075414,1141.7529813448862,-0.5966813663868098,0
A219BS010395,93.32199625107454,1142.1410089302967,-0.5982876972111223,0
A219BS010395,93.61929635036992,1142.54301886082,-0.599104226199586,0
A219BS010395,93.9073567833718,1142.951700900382,-0.5995255076855028,0
A219BS010395,94.19075411233308,1143.3636303891396,-0.5997496273458711,0
A219BS010395,94.45759156103604,1143.7864732542512,-0.6010486246105833,0
A219BS010395,94.71601174968886,1144.2145102166608,-0.6028829931084515,0
A219BS010395,94.97020206831304,1144.6450713259703,-0.6049837233661498,0
A219BS010395,95.2186796626754,1145.0789586860474,-0.6057861355843529,0
A219BS010395,95.46429640575712,1145.514472625183,-0.6059421364712704,0
A219BS010395,95.70848502769684,1145.950788897445,-0.6057763805326545,0
A219BS010395,95.9519618120538,1146.387502704492,-0.6054504762991976,0
A219BS010395,96.19551039278656,1146.824173877518,-0.603909219936104,0
A219BS010395,96.43909416970256,1147.26082286422,-0.6017630523018789,0
A219BS010395,96.68269533112525,1147.6974605688915,-0.5993158063432137,0
A219BS010395,96.92630511216208,1148.1340925989314,-0.5967187067013885,0
A219BS010395,97.1699191751946,1148.570721789882,-0.5940470213450402,0
A219BS010395,97.41353536744958,1149.0073495641109,-0.5913382129004319,0
A219BS010395,97.65599474421067,1149.4446241050634,-0.5892342986738572,0
A219BS010395,97.8978775757416,1149.8822191754134,-0.5874314631303277,0
A219BS010395,98.13947325803456,1150.319973437475,-0.5857784826828284,0
A219BS010395,98.38083127635636,1150.7578610932646,-0.5849371153759513,0
A219BS010395,98.62207074026816,1151.1958146635498,-0.5844997069161492,0
A219BS010395,98.86325113186945,1151.633800922291,-0.5842633573166786,0
A219BS010395,99.10616229214791,1152.0708291420035,-0.5849728549381028,0
A219BS010395,99.34993316028074,1152.5073773877025,-0.5861531205315701,0
A219BS010395,99.59413148681668,1152.9436859669224,-0.587567693291281,0
A219BS010395,99.83854245830214,1153.3798750686592,-0.5890988835719969,0
A219BS010395,100.08305923957089,1153.8160046572204,-0.590688115885337,0
A219BS010395,100.3276286772588,1154.252104613463,-0.5923062364931053,0
A219BS010395,100.5724733890386,1154.688052314948,-0.5931239671165396,0
A219BS010395,100.81745483887956,1155.123923756279,-0.5935433307746044,0
A219BS010395,101.06250427818972,1155.5597571228454,-0.5937644216885891,0
A219BS010395,101.30763156816325,1155.995546763847,-0.5937419290619069,0
A219BS010395,101.55279758083964,1156.4313145983308,-0.5935982017031886,0
A219BS010395,101.79798286021588,1156.8670715685948,-0.5933941342418656,0
A219BS010395,102.04158164544354,1157.303717394028,-0.593628585542381,0
A219BS010395,102.28438953421804,1157.740803340043,-0.5940812939931654,0
A219BS010395,102.5268034716688,1158.1781077738538,-0.5946426307506836,0
A219BS010395,102.76902125843024,1158.61552081099,-0.5952580326046073,0
A219BS010395,103.01114140011843,1159.052987866237,-0.5959003430676098,0
A219BS010395,103.253456011179,1159.4903475938786,-0.5955874475287799,0
A219BS010395,103.49580555943514,1159.927687806123,-0.5951024587873078,0
A219BS010658,103.54695860884384,1160.0199978007004,-0.595000091552734,2
A219BS010658,103.77263584194544,1160.4661700483673,-0.594665619719791,2
